BKL380_KIJ380,VHZ380_BWK380a,VHZ380_BWK380b,KIJ380_OZN380,KIJ380_GT380a,KIJ380_GT380b
116.3,75.3,75.3,-100.2,-99.2,-99.2
143.1,87.1,87.1,-114.0,-62.3,-62.3
85.0,70.4,70.4,-89.9,-80.9,-80.9
104.6,91.9,91.9,-107.2,-5.6,-5.6
127.6,101.1,101.1,-118.5,23.3,23.3
153.9,104.2,104.2,-124.8,-52.9,-52.9
166.4,107.4,107.4,-129.9,-46.0,-46.0
107.5,87.6,87.6,-104.2,-68.2,-68.2
58.3,92.8,92.8,-94.5,5.8,5.8
135.3,160.4,160.4,-147.7,157.4,157.4
138.8,175.6,175.6,-167.9,458.3,458.3
30.5,179.4,179.4,-123.3,184.3,184.3
-219.0,65.6,65.6,-9.7,132.2,132.2
-411.0,-19.5,-19.5,85.8,-20.9,-20.9
-405.9,-28.0,-28.0,85.7,154.3,154.3
-452.0,-27.6,-27.6,98.3,176.6,176.6
-567.2,-87.8,-87.8,168.7,-39.1,-39.1
-597.4,-108.7,-108.7,182.9,-49.4,-49.4
-379.1,-65.6,-65.6,73.9,491.3,491.3
-278.5,-16.0,-16.0,50.1,-32.9,-32.9
6.6,69.4,69.4,-90.0,419.7,419.7
241.5,172.4,172.4,-196.8,331.8,331.8
272.7,164.5,164.5,-201.3,243.1,243.1
256.5,155.4,155.4,-188.8,157.6,157.6
216.7,145.1,145.1,-172.0,136.8,136.8
265.8,173.8,173.8,-202.4,253.0,253.0
240.4,185.7,185.7,-195.8,185.5,185.5
195.7,200.5,200.5,-185.4,129.6,129.6
188.5,213.3,213.3,-183.6,46.7,46.7
211.6,201.7,201.7,-193.7,167.6,167.6
196.1,206.8,206.8,-190.3,153.3,153.3
180.0,196.8,196.8,-179.6,123.1,123.1
246.9,221.5,221.5,-217.2,332.3,332.3
211.2,214.1,214.1,-201.5,307.3,307.3
155.4,173.2,173.2,-180.3,539.9,539.9
71.1,138.3,138.3,-130.2,306.1,306.1
-95.5,43.5,43.5,-40.1,388.3,388.3
-207.2,-24.9,-24.9,28.2,201.0,201.0
-66.9,56.5,56.5,-27.1,-60.4,-60.4
-118.4,16.7,16.7,-0.2,-10.4,-10.4
-121.1,12.6,12.6,6.5,-90.8,-90.8
-165.0,-56.7,-56.7,21.1,340.6,340.6
-100.2,-85.5,-85.5,13.7,457.4,457.4
85.9,3.2,3.2,-70.1,154.5,154.5
363.9,125.0,125.0,-191.4,43.2,43.2
357.9,120.7,120.7,-186.0,-14.9,-14.9
362.5,132.4,132.4,-191.0,-28.3,-28.3
388.1,145.0,145.0,-207.7,68.4,68.4
280.9,101.4,101.4,-156.0,-18.5,-18.5
427.2,157.1,157.1,-225.7,126.1,126.1
393.9,132.4,132.4,-203.5,59.3,59.3
314.9,90.4,90.4,-159.5,-53.1,-53.1
312.0,83.0,83.0,-155.5,-51.6,-51.6
409.4,119.5,119.5,-200.7,13.3,13.3
411.4,118.8,118.8,-201.4,27.8,27.8
369.2,101.6,101.6,-181.6,13.5,13.5
394.0,117.0,117.0,-198.5,116.3,116.3
416.7,134.5,134.5,-215.8,227.1,227.1
326.1,119.2,119.2,-178.6,157.0,157.0
416.4,183.6,183.6,-230.0,219.3,219.3
417.8,198.9,198.9,-221.2,317.9,317.9
244.0,135.7,135.7,-143.9,259.3,259.3
392.2,240.3,240.3,-222.3,231.6,231.6
397.6,273.8,273.8,-234.2,200.3,200.3
186.6,194.1,194.1,-142.5,144.4,144.4
44.8,147.9,147.9,-97.9,366.5,366.5
13.4,133.1,133.1,-107.9,764.8,764.8
61.6,164.4,164.4,-125.2,522.8,522.8
47.0,170.9,170.9,-126.5,512.4,512.4
502.5,448.5,448.5,-367.9,679.8,679.8
379.5,454.2,454.2,-333.8,661.4,661.4
336.7,446.1,446.1,-322.9,751.9,751.9
142.5,377.7,377.7,-235.1,632.6,632.6
400.2,462.8,462.8,-327.0,954.8,954.8
224.1,429.7,429.7,-286.4,816.6,816.6
182.5,427.7,427.7,-264.2,640.6,640.6
129.2,409.1,409.1,-241.2,640.3,640.3
352.4,529.3,529.3,-346.0,588.3,588.3
308.6,479.8,479.8,-339.5,1066.8,1066.8
221.5,445.1,445.1,-299.0,1027.4,1027.4
46.9,374.8,374.8,-206.4,736.6,736.6
168.0,470.7,470.7,-271.9,681.7,681.7
117.6,458.8,458.8,-255.3,767.8,767.8
180.0,490.7,490.7,-291.1,913.0,913.0
-45.2,389.2,389.2,-185.7,907.5,907.5
-49.2,398.2,398.2,-179.5,594.9,594.9
-138.3,356.6,356.6,-138.5,598.6,598.6
-72.9,388.7,388.7,-172.2,668.6,668.6
-186.1,327.9,327.9,-123.3,790.2,790.2
-294.5,266.1,266.1,-72.9,847.4,847.4
-441.9,182.8,182.8,3.9,883.0,883.0
-190.6,268.2,268.2,-108.3,979.0,979.0
-209.1,262.2,262.2,-82.0,558.0,558.0
20.1,361.2,361.2,-192.4,708.4,708.4
-40.9,331.4,331.4,-158.6,586.4,586.4
6.0,350.4,350.4,-178.6,565.2,565.2
82.2,412.4,412.4,-207.6,274.3,274.3
-53.6,324.7,324.7,-147.6,475.6,475.6
-190.4,276.8,276.8,-81.6,319.3,319.3
-160.9,318.2,318.2,-94.7,149.8,149.8
-227.9,291.2,291.2,-62.7,100.1,100.1
-150.1,305.2,305.2,-105.9,393.2,393.2
-11.6,385.4,385.4,-172.5,363.5,363.5
-125.9,321.5,321.5,-114.9,315.7,315.7
-248.1,221.4,221.4,-40.0,252.4,252.4
-265.6,168.4,168.4,13.5,-278.7,-278.7
-274.7,111.2,111.2,14.4,192.5,192.5
-202.3,84.1,84.1,-8.0,434.1,434.1
-59.8,104.0,104.0,-47.8,-104.7,-104.7
-123.1,66.8,66.8,-21.2,26.6,26.6
10.1,127.6,127.6,-84.0,103.1,103.1
-220.9,-12.1,-12.1,27.8,185.5,185.5
-129.5,11.4,11.4,-12.9,301.3,301.3
-75.0,28.9,28.9,-34.6,297.0,297.0
-160.1,-28.1,-28.1,12.8,259.2,259.2
-388.3,-182.7,-182.7,134.2,221.0,221.0
-278.8,-103.1,-103.1,54.2,66.3,66.3
-235.1,-100.8,-100.8,44.5,-44.5,-44.5
31.2,45.1,45.1,-71.8,-310.9,-310.9
135.7,94.0,94.0,-128.9,-134.9,-134.9
123.8,91.3,91.3,-124.6,-129.7,-129.7
55.2,96.3,96.3,-99.0,-266.5,-266.5
-140.5,-1.1,-1.1,-24.6,60.9,60.9
-174.3,-6.7,-6.7,-15.9,122.2,122.2
-270.5,-43.9,-43.9,23.9,138.1,138.1
-374.8,-74.1,-74.1,71.4,-27.5,-27.5
145.5,214.3,214.3,-162.9,-418.7,-418.7
235.0,210.2,210.2,-208.1,1.0,1.0
206.9,194.2,194.2,-200.8,148.9,148.9
20.9,156.9,156.9,-110.5,-276.2,-276.2
21.6,170.9,170.9,-123.4,-101.6,-101.6
-104.1,134.4,134.4,-71.3,-126.3,-126.3
-267.3,-24.2,-24.2,57.5,498.8,498.8
-317.5,-12.9,-12.9,83.3,234.2,234.2
-228.4,41.2,41.2,36.5,259.0,259.0
-435.3,-88.2,-88.2,130.7,352.6,352.6
-440.2,-92.6,-92.6,139.7,238.9,238.9
-495.3,-115.1,-115.1,161.7,272.2,272.2
-476.4,-103.1,-103.1,150.6,290.3,290.3
-445.0,-59.7,-59.7,122.4,338.7,338.7
-501.6,-106.6,-106.6,161.2,374.9,374.9
-375.3,-83.4,-83.4,116.0,371.0,371.0
-512.1,-165.4,-165.4,186.5,324.0,324.0
-295.1,-47.3,-47.3,71.0,510.9,510.9
-158.0,72.5,72.5,11.5,57.3,57.3
-308.3,-11.7,-11.7,74.0,266.7,266.7
-341.2,-3.7,-3.7,77.4,307.8,307.8
-394.1,44.0,44.0,76.4,282.5,282.5
-504.5,47.5,47.5,95.7,333.2,333.2
-557.4,62.6,62.6,110.9,345.5,345.5
-616.8,103.1,103.1,93.3,305.0,305.0
-538.2,156.6,156.6,50.7,194.2,194.2
-420.6,193.6,193.6,-0.9,279.4,279.4
-412.4,172.9,172.9,9.2,183.1,183.1
-387.8,158.6,158.6,7.0,227.1,227.1
-464.9,92.9,92.9,64.8,54.9,54.9
-596.5,-76.8,-76.8,173.1,357.5,357.5
-732.9,-164.1,-164.1,246.3,398.5,398.5
-666.1,-142.0,-142.0,219.5,232.3,232.3
-651.9,-149.6,-149.6,217.3,252.6,252.6
-735.5,-208.0,-208.0,270.2,273.6,273.6
-634.8,-186.9,-186.9,233.2,265.7,265.7
-702.0,-244.9,-244.9,263.4,401.3,401.3
-610.8,-258.1,-258.1,245.2,258.6,258.6
-493.5,-204.1,-204.1,189.0,-110.2,-110.2
-210.3,-72.4,-72.4,58.1,-273.8,-273.8
-202.6,-80.5,-80.5,60.9,-318.0,-318.0
-199.8,-84.0,-84.0,62.6,-348.4,-348.4
-295.1,-121.3,-121.3,107.6,-416.7,-416.7
-297.9,-89.2,-89.2,91.4,-321.7,-321.7
-387.9,-78.2,-78.2,109.8,-264.6,-264.6
-385.0,-11.5,-11.5,93.3,-433.7,-433.7
-489.3,-37.2,-37.2,119.8,-196.8,-196.8
-332.0,-17.5,-17.5,81.1,117.9,117.9
-166.8,101.6,101.6,-46.5,241.4,241.4
-156.6,98.3,98.3,-38.0,65.6,65.6
-121.7,106.0,106.0,-33.0,-245.3,-245.3
-263.6,16.1,16.1,51.6,-427.2,-427.2
-293.5,-13.1,-13.1,72.0,-402.2,-402.2
-267.8,-32.7,-32.7,73.6,-406.8,-406.8
-376.9,-116.5,-116.5,112.8,80.6,80.6
-609.3,-212.5,-212.5,207.5,234.9,234.9
-535.8,-152.3,-152.3,168.6,173.2,173.2
-784.6,-293.7,-293.7,289.4,218.3,218.3
-787.7,-288.6,-288.6,289.4,224.1,224.1
-812.9,-293.9,-293.9,296.6,194.9,194.9
-880.3,-337.9,-337.9,341.0,-22.4,-22.4
-485.5,-160.4,-160.4,170.1,-237.3,-237.3
-441.4,-171.1,-171.1,144.5,23.1,23.1
-210.9,-35.6,-35.6,39.5,-189.4,-189.4
-269.5,-45.1,-45.1,65.5,-305.7,-305.7
-230.9,-20.1,-20.1,40.9,-223.0,-223.0
-384.2,-67.4,-67.4,107.3,-317.2,-317.2
-255.1,-24.2,-24.2,48.0,-189.0,-189.0
-231.9,-41.9,-41.9,51.2,-243.9,-243.9
-129.8,-22.2,-22.2,8.9,-120.1,-120.1
-250.7,-86.8,-86.8,76.2,-289.5,-289.5
-183.0,-54.9,-54.9,42.2,-253.0,-253.0
-170.5,-11.0,-11.0,18.8,-179.8,-179.8
-268.0,-19.5,-19.5,56.2,-289.5,-289.5
-171.2,57.3,57.3,5.7,-361.1,-361.1
-258.7,18.3,18.3,48.1,-389.3,-389.3
-204.3,41.6,41.6,17.2,-210.9,-210.9
-323.6,-8.1,-8.1,74.5,-283.2,-283.2
-250.2,20.4,20.4,21.2,298.6,298.6
-236.6,43.7,43.7,34.3,-163.5,-163.5
-213.6,25.0,25.0,37.7,-212.5,-212.5
-398.3,-112.5,-112.5,138.7,-90.7,-90.7
-430.8,-151.4,-151.4,165.4,-160.0,-160.0
-454.9,-201.9,-201.9,175.0,144.2,144.2
-406.6,-214.8,-214.8,154.9,309.5,309.5
-171.2,-180.7,-180.7,94.1,388.3,388.3
109.5,-51.2,-51.2,-27.8,230.1,230.1
119.4,-41.0,-41.0,-25.2,42.6,42.6
182.8,-3.4,-3.4,-53.2,-22.3,-22.3
180.7,-0.3,-0.3,-52.3,-41.6,-41.6
136.7,-7.6,-7.6,-34.7,-142.6,-142.6
79.5,3.3,3.3,-48.1,-179.2,-179.2
115.1,2.2,2.2,-47.6,-170.5,-170.5
183.2,11.4,11.4,-59.2,-129.6,-129.6
113.6,-20.8,-20.8,-22.9,-221.8,-221.8
122.6,7.9,7.9,-59.3,-270.9,-270.9
195.2,38.4,38.4,-95.4,-188.2,-188.2
123.7,9.9,9.9,-61.6,-233.4,-233.4
112.2,10.3,10.3,-60.6,-168.1,-168.1
81.1,9.8,9.8,-47.8,-213.6,-213.6
138.9,62.1,62.1,-78.4,-269.1,-269.1
169.1,90.4,90.4,-95.0,-294.6,-294.6
138.7,91.8,91.8,-95.2,-530.4,-530.4
-86.9,-11.4,-11.4,8.3,-527.6,-527.6
-187.7,-60.9,-60.9,54.1,-496.2,-496.2
-162.4,-46.3,-46.3,41.1,-485.8,-485.8
-201.0,-79.5,-79.5,55.4,-320.3,-320.3
-205.5,-94.4,-94.4,57.6,-248.6,-248.6
-66.0,-108.3,-108.3,37.1,18.0,18.0
-47.9,-138.5,-138.5,39.4,-1.3,-1.3
22.5,-127.6,-127.6,12.2,2.0,2.0
292.8,82.5,82.5,-148.2,-484.3,-484.3
320.0,93.5,93.5,-161.0,-471.0,-471.0
269.8,74.3,74.3,-137.6,-505.1,-505.1
226.3,56.3,56.3,-116.1,-552.5,-552.5
259.4,71.1,71.1,-133.1,-513.0,-513.0
342.3,100.3,100.3,-165.5,-372.4,-372.4
174.7,42.6,42.6,-96.4,-531.7,-531.7
189.2,51.7,51.7,-104.9,-517.0,-517.0
163.0,-30.5,-30.5,-54.2,-182.8,-182.8
289.5,74.5,74.5,-129.2,-440.0,-440.0
284.5,96.9,96.9,-155.1,-392.6,-392.6
294.8,106.4,106.4,-165.2,-293.8,-293.8
171.2,57.9,57.9,-107.9,-343.0,-343.0
156.6,70.7,70.7,-104.4,-378.2,-378.2
156.4,79.1,79.1,-106.1,-383.2,-383.2
-278.0,-201.7,-201.7,180.5,-131.0,-131.0
-202.7,-88.1,-88.1,101.9,-398.7,-398.7
-208.7,-82.4,-82.4,102.8,-408.6,-408.6
-407.4,-197.1,-197.1,190.9,-202.2,-202.2
-521.3,-259.9,-259.9,243.1,-140.4,-140.4
-491.8,-274.0,-274.0,221.2,201.5,201.5
-392.9,-252.7,-252.7,176.8,304.7,304.7
-356.5,-249.6,-249.6,157.5,185.9,185.9
-29.2,-46.4,-46.4,7.5,-379.7,-379.7
-62.3,-62.0,-62.0,16.0,-391.5,-391.5
-6.9,-41.3,-41.3,-9.4,-360.6,-360.6
-37.8,-55.8,-55.8,6.7,-398.2,-398.2
-3.8,-39.5,-39.5,-12.7,-308.6,-308.6
42.3,-27.6,-27.6,-16.4,-386.9,-386.9
44.6,-25.4,-25.4,-18.6,-370.1,-370.1
-6.4,-43.9,-43.9,4.3,-389.1,-389.1
-45.5,-58.8,-58.8,22.2,-404.7,-404.7
-23.4,-50.5,-50.5,12.5,-404.6,-404.6
22.8,-33.1,-33.1,-4.1,-403.4,-403.4
67.3,-11.5,-11.5,-28.7,-316.7,-316.7
16.5,-27.7,-27.7,-8.2,-291.1,-291.1
-112.6,-76.3,-76.3,50.4,-332.5,-332.5
109.6,-14.9,-14.9,-5.2,-157.2,-157.2
64.8,-0.6,-0.6,-21.9,-155.1,-155.1
-7.3,-66.0,-66.0,41.1,-254.5,-254.5
-104.9,-88.4,-88.4,86.3,-394.1,-394.1
-111.1,-80.7,-80.7,85.4,-373.0,-373.0
-141.3,-106.4,-106.4,92.3,-149.6,-149.6
-200.5,-135.2,-135.2,119.3,-137.2,-137.2
-198.7,-132.7,-132.7,117.2,-131.6,-131.6
-443.7,-293.6,-293.6,224.5,254.2,254.2
-368.2,-257.1,-257.1,197.1,65.1,65.1
-280.4,-215.3,-215.3,160.9,-56.2,-56.2
-167.1,-156.2,-156.2,111.2,-244.1,-244.1
-90.4,-94.0,-94.0,76.1,-498.6,-498.6
-17.0,-102.1,-102.1,80.6,-331.6,-331.6
-29.1,-89.9,-89.9,82.0,-367.1,-367.1
-256.1,-145.0,-145.0,146.2,-546.9,-546.9
-203.7,-120.3,-120.3,127.9,-520.2,-520.2
-232.8,-129.9,-129.9,140.5,-530.2,-530.2
-212.2,-118.0,-118.0,129.2,-519.3,-519.3
-170.0,-137.9,-137.9,143.8,-501.0,-501.0
-142.8,-184.9,-184.9,124.9,54.3,54.3
-39.1,-53.4,-53.4,36.6,-385.9,-385.9
-168.6,-115.7,-115.7,104.3,-524.9,-524.9
-216.3,-136.0,-136.0,126.0,-509.8,-509.8
-101.2,-81.2,-81.2,63.2,-293.2,-293.2
-35.2,-53.1,-53.1,43.3,-258.6,-258.6
-287.1,-124.7,-124.7,122.2,-15.5,-15.5
-424.5,-170.5,-170.5,176.1,49.4,49.4
-476.6,-171.3,-171.3,199.9,-100.8,-100.8
-377.4,-126.4,-126.4,142.2,156.6,156.6
-470.0,-173.1,-173.1,183.5,179.0,179.0
-438.1,-157.9,-157.9,166.3,133.8,133.8
-465.3,-175.7,-175.7,183.6,171.4,171.4
-450.2,-175.2,-175.2,179.7,153.5,153.5
-498.2,-233.1,-233.1,203.8,338.1,338.1
-449.7,-180.1,-180.1,145.4,358.5,358.5
-287.5,-79.1,-79.1,70.6,175.8,175.8
-225.3,-26.5,-26.5,44.1,-34.1,-34.1
-236.5,-1.2,-1.2,60.1,-458.2,-458.2
-242.0,-4.1,-4.1,62.8,-453.5,-453.5
-218.4,7.0,7.0,51.4,-455.1,-455.1
-182.9,27.2,27.2,28.3,-316.0,-316.0
-291.2,-67.7,-67.7,77.8,-16.2,-16.2
-349.1,-106.5,-106.5,118.6,-250.4,-250.4
-326.2,-101.9,-101.9,115.3,-392.8,-392.8
-350.0,-123.1,-123.1,141.3,-606.6,-606.6
-412.8,-173.8,-173.8,177.8,-595.9,-595.9
-461.4,-189.6,-189.6,209.1,-793.1,-793.1
-186.2,-53.8,-53.8,75.2,-650.5,-650.5
-240.3,-72.0,-72.0,96.8,-604.1,-604.1
-68.5,6.1,6.1,1.8,-316.9,-316.9
-212.9,-95.8,-95.8,75.8,-63.6,-63.6
-146.3,-65.2,-65.2,44.7,-0.3,-0.3
-168.0,-75.9,-75.9,55.5,-5.2,-5.2
-218.3,-97.8,-97.8,80.7,-65.4,-65.4
-267.1,-119.4,-119.4,104.4,-100.0,-100.0
-431.7,-236.9,-236.9,187.9,-42.1,-42.1
-300.4,-197.4,-197.4,118.1,24.4,24.4
-105.7,-85.5,-85.5,44.3,-467.6,-467.6
-140.7,-102.3,-102.3,64.1,-553.4,-553.4
-134.1,-98.4,-98.4,60.5,-550.7,-550.7
-87.1,-75.6,-75.6,35.4,-487.3,-487.3
-162.8,-93.7,-93.7,69.8,-598.7,-598.7
-145.0,-95.0,-95.0,61.6,-538.6,-538.6
-135.5,-90.9,-90.9,56.3,-510.4,-510.4
-157.2,-99.7,-99.7,66.1,-508.7,-508.7
-203.9,-118.8,-118.8,88.8,-551.7,-551.7
-275.0,-147.8,-147.8,124.2,-641.8,-641.8
-234.6,-129.3,-129.3,103.8,-608.3,-608.3
-200.4,-112.0,-112.0,84.1,-525.0,-525.0
-243.8,-122.8,-122.8,101.3,-512.2,-512.2
-233.5,-104.1,-104.1,92.9,-510.7,-510.7
16.0,43.1,43.1,-35.4,-400.8,-400.8
-20.3,36.9,36.9,-23.9,-356.1,-356.1
-340.8,-116.6,-116.6,116.2,-172.2,-172.2
-311.1,-111.7,-111.7,117.9,-189.1,-189.1
-263.5,-85.3,-85.3,97.8,-191.0,-191.0
-353.8,-131.5,-131.5,141.7,-198.9,-198.9
-487.4,-210.1,-210.1,203.6,-113.2,-113.2
-487.6,-222.0,-222.0,197.1,78.1,78.1
-515.6,-264.5,-264.5,210.4,286.7,286.7
-475.8,-245.5,-245.5,196.1,119.0,119.0
-226.5,-104.6,-104.6,67.1,182.2,182.2
79.1,103.4,103.4,-80.5,-137.1,-137.1
21.0,87.2,87.2,-59.5,-166.8,-166.8
168.4,202.9,202.9,-133.0,-369.8,-369.8
136.5,224.5,224.5,-137.5,-245.2,-245.2
74.2,243.3,243.3,-129.8,-201.5,-201.5
-16.9,197.2,197.2,-83.9,-18.9,-18.9
-170.5,121.8,121.8,-34.3,399.8,399.8
-74.9,227.7,227.7,-83.4,79.6,79.6
-132.8,223.8,223.8,-73.9,234.7,234.7
-18.7,313.1,313.1,-143.2,316.1,316.1
128.1,416.9,416.9,-220.0,275.2,275.2
11.9,382.4,382.4,-172.7,279.9,279.9
-74.1,355.7,355.7,-138.7,333.0,333.0
-12.9,392.3,392.3,-178.7,553.8,553.8
95.5,448.5,448.5,-241.7,665.4,665.4
78.2,444.2,444.2,-253.3,749.5,749.5
109.7,462.1,462.1,-273.9,875.9,875.9
107.0,490.7,490.7,-288.4,964.0,964.0
53.2,469.8,469.8,-261.0,857.9,857.9
62.3,470.4,470.4,-262.6,819.8,819.8
-33.1,409.0,409.0,-217.9,901.8,901.8
-207.6,313.0,313.0,-125.9,725.7,725.7
-336.5,208.2,208.2,-49.3,628.7,628.7
-283.8,189.2,189.2,-51.8,514.3,514.3
81.7,395.6,395.6,-213.5,123.9,123.9
50.4,396.8,396.8,-205.4,125.0,125.0
118.1,440.3,440.3,-246.9,242.6,242.6
94.4,442.5,442.5,-241.4,244.9,244.9
23.6,409.8,409.8,-203.7,130.4,130.4
-58.5,373.9,373.9,-162.0,28.7,28.7
-142.9,346.4,346.4,-127.4,212.8,212.8
-237.0,265.9,265.9,-86.9,531.7,531.7
-147.5,293.9,293.9,-126.5,609.5,609.5
-118.7,206.3,206.3,-90.6,436.7,436.7
-91.8,161.5,161.5,-75.5,341.1,341.1
-17.6,133.7,133.7,-84.4,357.3,357.3
58.1,227.3,227.3,-129.6,169.8,169.8
20.3,317.0,317.0,-166.8,282.5,282.5
-198.3,212.8,212.8,-75.1,463.8,463.8
-11.3,246.3,246.3,-134.1,579.8,579.8
-86.0,262.6,262.6,-131.3,828.7,828.7
-39.8,403.1,403.1,-196.3,800.4,800.4
35.9,450.1,450.1,-241.6,918.8,918.8
37.9,448.7,448.7,-240.6,887.6,887.6
-101.9,358.0,358.0,-171.3,925.1,925.1
-203.6,290.1,290.1,-113.3,790.4,790.4
-508.8,105.9,105.9,44.5,695.7,695.7
-394.6,151.5,151.5,-1.5,646.7,646.7
-99.9,292.7,292.7,-132.4,442.2,442.2
179.4,454.5,454.5,-264.5,306.9,306.9
119.6,433.1,433.1,-236.3,236.8,236.8
94.1,423.9,423.9,-225.0,234.0,234.0
112.9,425.7,425.7,-231.6,252.4,252.4
59.6,393.4,393.4,-201.0,198.6,198.6
32.6,383.6,383.6,-188.9,192.0,192.0
-171.0,294.1,294.1,-92.0,245.4,245.4
-136.3,274.8,274.8,-116.7,658.0,658.0
-34.0,295.0,295.0,-155.9,719.9,719.9
-14.7,305.0,305.0,-159.8,642.3,642.3
66.0,407.8,407.8,-214.5,371.7,371.7
2.9,402.1,402.1,-195.6,410.4,410.4
56.3,434.1,434.1,-229.8,579.1,579.1
137.4,469.6,469.6,-271.1,681.3,681.3
265.5,526.0,526.0,-334.9,931.4,931.4
271.3,536.9,536.9,-345.2,1060.5,1060.5
262.3,537.4,537.4,-344.7,1114.8,1114.8
226.4,525.4,525.4,-329.7,1124.4,1124.4
152.2,476.5,476.5,-284.5,1027.1,1027.1
210.7,488.2,488.2,-305.9,1025.7,1025.7
50.5,390.2,390.2,-210.9,713.0,713.0
-145.1,262.3,262.3,-93.3,344.1,344.1
30.9,360.2,360.2,-173.0,320.2,320.2
-25.0,359.0,359.0,-153.3,204.0,204.0
-6.5,369.6,369.6,-162.8,195.6,195.6
71.0,401.1,401.1,-200.2,257.2,257.2
86.9,412.1,412.1,-211.8,335.0,335.0
67.6,404.0,404.0,-202.4,316.9,316.9
-45.3,358.7,358.7,-148.5,236.0,236.0
-81.3,346.3,346.3,-133.2,239.9,239.9
-37.2,351.4,351.4,-150.1,317.2,317.2
-4.4,279.1,279.1,-157.0,745.5,745.5
-20.6,125.8,125.8,-98.7,540.7,540.7
-111.2,133.4,133.4,-79.2,611.1,611.1
-132.8,136.3,136.3,-69.8,560.9,560.9
27.0,262.8,262.8,-138.1,217.3,217.3
-102.0,309.9,309.9,-119.3,340.7,340.7
-21.0,384.5,384.5,-180.7,537.8,537.8
-33.2,373.6,373.6,-169.1,318.0,318.0
53.3,418.7,418.7,-219.6,532.0,532.0
75.4,430.4,430.4,-232.7,590.0,590.0
86.8,432.3,432.3,-235.7,558.2,558.2
96.9,436.9,436.9,-241.0,573.0,573.0
95.4,435.8,435.8,-239.8,564.2,564.2
29.6,386.9,386.9,-202.2,515.0,515.0
-174.4,248.4,248.4,-85.7,313.2,313.2
-342.7,120.1,120.1,-1.5,471.6,471.6
-305.5,109.8,109.8,-5.1,381.1,381.1
-109.6,205.7,205.7,-107.3,144.1,144.1
-19.5,231.5,231.5,-114.9,-338.7,-338.7
51.5,237.7,237.7,-138.6,-320.2,-320.2
53.5,208.8,208.8,-123.7,-393.0,-393.0
-134.3,64.7,64.7,-31.1,-224.4,-224.4
-167.0,30.8,30.8,0.0,-387.0,-387.0
-153.7,2.8,2.8,1.1,-342.6,-342.6
-28.5,58.1,58.1,-34.3,-752.1,-752.1
-39.9,41.5,41.5,-26.0,-745.7,-745.7
-3.7,50.8,50.8,-39.9,-731.3,-731.3
-1.0,39.8,39.8,-33.1,-777.6,-777.6
-40.7,8.8,8.8,-7.8,-796.9,-796.9
-116.7,-40.7,-40.7,27.1,-675.6,-675.6
-218.5,-109.4,-109.4,71.4,-464.2,-464.2
-504.0,-234.5,-234.5,179.2,262.4,262.4
-473.3,-199.5,-199.5,193.0,-220.1,-220.1
-466.9,-217.5,-217.5,199.2,-51.7,-51.7
-429.2,-178.6,-178.6,189.7,-305.2,-305.2
-408.8,-166.3,-166.3,181.5,-320.0,-320.0
-509.3,-234.6,-234.6,224.3,-99.9,-99.9
-574.2,-274.5,-274.5,251.7,-13.2,-13.2
-550.3,-273.9,-273.9,255.6,-71.6,-71.6
-613.3,-331.7,-331.7,283.4,120.6,120.6
-648.0,-355.7,-355.7,307.8,-24.2,-24.2
-619.1,-353.0,-353.0,298.2,-48.4,-48.4
-461.1,-252.0,-252.0,196.7,1.2,1.2
-263.9,-118.5,-118.5,113.2,-421.8,-421.8
-413.8,-198.6,-198.6,180.9,-334.4,-334.4
-447.2,-200.4,-200.4,198.2,-464.2,-464.2
-464.3,-219.5,-219.5,196.2,-194.9,-194.9
-528.1,-245.5,-245.5,221.9,-158.2,-158.2
-586.3,-271.6,-271.6,243.4,-156.4,-156.4
-421.7,-184.9,-184.9,162.6,-297.3,-297.3
-251.8,-50.8,-50.8,75.7,-556.8,-556.8
-244.0,-20.0,-20.0,63.9,-577.7,-577.7
-219.0,13.2,13.2,36.6,-396.5,-396.5
-234.7,38.1,38.1,25.6,-250.8,-250.8
-290.3,11.7,11.7,54.8,-86.8,-86.8
-475.8,-38.7,-38.7,120.1,331.5,331.5
-445.4,10.9,10.9,83.2,544.8,544.8
-510.8,-9.8,-9.8,111.5,512.9,512.9
-584.4,-36.9,-36.9,148.0,410.7,410.7
-546.7,2.0,2.0,122.1,421.4,421.4
-563.9,-19.6,-19.6,132.8,442.2,442.2
-557.3,-28.9,-28.9,140.7,413.4,413.4
-661.7,-103.1,-103.1,197.0,334.3,334.3
-571.1,-55.8,-55.8,143.1,480.9,480.9
-522.5,-48.0,-48.0,123.1,524.5,524.5
-347.7,40.6,40.6,57.5,208.9,208.9
-384.9,30.3,30.3,80.8,42.9,42.9
-361.3,35.0,35.0,76.9,-26.8,-26.8
-167.5,100.1,100.1,7.6,-219.7,-219.7
-203.3,87.1,87.1,24.3,-255.7,-255.7
-144.6,73.3,73.3,15.7,-306.3,-306.3
-117.7,32.5,32.5,30.2,-437.6,-437.6
-78.5,43.4,43.4,-1.5,-307.1,-307.1
-17.8,48.2,48.2,-20.0,-321.2,-321.2
-59.6,9.7,9.7,10.8,-394.7,-394.7
-121.4,-31.1,-31.1,42.8,-423.8,-423.8
-46.3,-7.2,-7.2,7.1,-283.5,-283.5
17.8,17.0,17.0,-20.6,-217.7,-217.7
