NLh_load,P_off_wind2,P_off_wind3,P_off_wind1
12287.941965782471,311.33871181334285,19.265936196155007,46.89231861623948
12122.861869046234,177.8187513237401,10.313943463529023,62.294411187248784
11450.354360865735,158.3373733841174,20.33674283809824,64.96784634158575
10760.12013088805,106.12939500634637,33.65260769566486,83.95939118657401
10338.00256809271,110.77566957128953,45.78964097336338,95.67962336953775
10261.556080342372,137.13056742082344,43.423484562504406,84.41419030385467
10488.679703368734,199.14192013295278,46.474292936650805,106.16807165688326
10723.558767181368,228.52463584132434,61.014473876503736,123.22740533151205
11020.481357284125,136.5654982306733,138.9000535385969,119.42674454518729
11345.101950194978,85.90149480353617,241.14743036377897,59.67914115745494
12174.93411432545,99.86938652984907,274.1403621395107,31.18225451295019
12720.030809588723,109.67613594612135,336.64681502965163,2.5055647449223524
13090.07612710485,154.39131017424546,190.19141718517236,13.433266848600983
13069.025644970701,155.71593038292,117.64186244422312,31.8315625193164
12841.902021944336,145.89364572667176,165.80476082619163,101.47761077387247
12718.922889476402,140.09048569555821,200.94909616289607,170.67511332085962
12954.909873401357,154.07106377242755,164.89168288207878,192.51312152809018
14743.092934691853,124.91419406128291,139.6148932045044,228.0724624151073
15416.708362984678,107.41580231487876,206.01271115548005,216.46150452157462
15567.38549826071,77.48681966037833,245.7138092633253,117.94506141984427
15166.318417599517,61.950756999191945,201.36195733158286,134.82476473213356
14594.631639640473,52.561277336368654,225.36556788306214,77.76931712992318
13772.554916296267,48.552571626185255,311.95201735530395,101.55337572110369
12916.132669470027,39.8169509047369,343.9979578428366,28.980495685466906
11791.593755461441,46.89231861623948,311.33871181334285,76.86874284568478
11023.805117621097,62.294411187248784,177.8187513237401,275.44933271941267
10661.515240891238,64.96784634158575,158.3373733841174,478.7104888765209
10408.90945528143,83.95939118657401,106.12939500634637,690.2076304375693
10084.288862370575,95.67962336953775,110.77566957128953,766.4812690991505
10316.952085958557,84.41419030385467,137.13056742082344,779.8840017045717
11537.88004973931,106.16807165688326,199.14192013295278,662.2098721271906
13333.81855181607,123.22740533151205,228.52463584132434,418.1009747424517
14805.136460981981,119.42674454518729,136.5654982306733,386.3562939047541
16236.56924610424,59.67914115745494,85.90149480353617,292.68818245776123
17066.40141023471,31.18225451295019,99.86938652984907,240.96194424097868
17633.656507744465,2.5055647449223524,109.67613594612135,218.76016037278393
17631.440667519808,13.433266848600983,154.39131017424546,289.05663775728544
17684.62083291135,31.8315625193164,155.71593038292,271.24817288316746
17388.806162920915,101.47761077387247,145.89364572667176,318.07899333570623
17166.11422034385,170.67511332085962,140.09048569555821,456.64973283850213
17463.036810446603,192.51312152809018,154.07106377242755,428.24360983664246
18406.98474614642,228.0724624151073,124.91419406128291,526.779533013128
17874.075172118708,216.46150452157462,107.41580231487876,588.6344995814986
17466.360570783578,117.94506141984427,77.48681966037833,532.3241831940096
16779.450101142866,134.82476473213356,61.950756999191945,497.6595773153939
15863.200168251142,77.76931712992318,52.561277336368654,464.88680551347716
14740.877094467207,101.55337572110369,48.552571626185255,380.2913262451429
14293.277369088419,28.980495685466906,39.8169509047369,348.53202680751855
13288.393827210799,76.86874284568478,46.89231861623948,352.57197418761086
12222.574679155372,275.44933271941267,62.294411187248784,436.3950005277531
11757.248231979403,478.7104888765209,64.96784634158575,421.136179446733
11688.557185015334,690.2076304375693,83.95939118657401,425.36680352608374
11568.90181288437,766.4812690991505,95.67962336953775,408.4411360967165
12107.350987473705,779.8840017045717,84.41419030385467,323.18364363276663
13402.509598780143,662.2098721271906,106.16807165688326,193.767035013804
15181.829299172052,418.1009747424517,123.22740533151205,193.67019087281196
17111.826134839986,386.3562939047541,119.42674454518729,127.53317427031357
17981.543423014107,292.68818245776123,59.67914115745494,69.72138547910548
18053.558230315153,240.96194424097868,31.18225451295019,34.358371960126455
18205.343285703504,218.76016037278393,2.5055647449223524,33.57369900008304
18036.939428630296,289.05663775728544,13.433266848600983,40.99469728974459
18069.069111887682,271.24817288316746,31.8315625193164,43.026550290121016
17936.118698408838,318.07899333570623,101.47761077387247,22.618265310862785
17897.341494477507,456.64973283850213,170.67511332085962,17.698673409315877
18155.48688064894,428.24360983664246,192.51312152809018,15.75714449354354
18736.03701950657,526.779533013128,228.0724624151073,36.840409240821984
18105.630475594367,588.6344995814986,216.46150452157462,63.7797694532951
17736.693078190565,532.3241831940096,117.94506141984427,107.40632832403668
16957.825239226986,497.6595773153939,134.82476473213356,156.44388855063303
15916.380333642684,464.88680551347716,77.76931712992318,367.72725371118423
14813.999821880572,380.2913262451429,101.55337572110369,562.5258127259044
14261.147685831029,348.53202680751855,28.980495685466906,634.8548205973522
13289.501747323124,352.57197418761086,76.86874284568478,704.5581124155092
12107.350987473705,436.3950005277531,275.44933271941267,764.797916496799
11567.793892772048,421.136179446733,478.7104888765209,772.588868658188
11291.92178480344,425.36680352608374,690.2076304375693,599.4910214359339
11197.748575255924,408.4411360967165,766.4812690991505,447.1030158217279
11531.232529065366,323.18364363276663,779.8840017045717,309.3282006819089
12868.492104640105,193.767035013804,662.2098721271906,204.47550251780797
14909.280951540411,193.67019087281196,418.1009747424517,179.6141543595529
17243.668628206506,127.53317427031357,386.3562939047541,206.64872250237192
18142.191839301056,69.72138547910548,292.68818245776123,99.25372477520656
18148.839359974998,34.358371960126455,240.96194424097868,142.3831065584747
18199.803685141884,33.57369900008304,218.76016037278393,144.74816547764152
18039.155268854942,40.99469728974459,289.05663775728544,248.8429724441406
18156.59480076126,43.026550290121016,271.24817288316746,243.56880947861336
18004.80974537291,22.618265310862785,318.07899333570623,300.969070235213
17915.068216274685,17.698673409315877,456.64973283850213,400.82636411569246
18101.198795145076,15.75714449354354,428.24360983664246,232.93170498577024
18794.75678545973,36.840409240821984,526.779533013128,174.22811861006466
18246.336329859478,63.7797694532951,588.6344995814986,152.33482587065038
17871.859331894062,107.40632832403668,532.3241831940096,143.2822770779606
17264.71911034066,156.44388855063303,497.6595773153939,99.59082560815004
16206.6554030715,367.72725371118423,464.88680551347716,158.44237689552793
15071.037287939678,562.5258127259044,380.2913262451429,153.30107017752442
14645.595964807366,634.8548205973522,348.53202680751855,234.51473975366423
13634.064902255801,704.5581124155092,352.57197418761086,351.59719508261287
12859.628743741514,764.797916496799,436.3950005277531,326.9434620522361
12455.237902743353,772.588868658188,421.136179446733,330.86561455287824
12246.948921626492,599.4910214359339,425.36680352608374,282.6585078948869
12111.782667923,447.1030158217279,408.4411360967165,269.4571505070886
12490.691346337713,309.3282006819089,323.18364363276663,272.4732479553519
13833.490522474072,204.47550251780797,193.767035013804,251.61587887594868
15846.581366566288,179.6141543595529,193.67019087281196,268.25842722397863
17684.62083291135,206.64872250237192,127.53317427031357,243.96346952725264
18624.137088161875,99.25372477520656,69.72138547910548,210.70710244576114
18815.80726759388,142.3831065584747,34.358371960126455,264.5855682670065
18941.00224028646,144.74816547764152,33.57369900008304,247.48096271340813
18681.748934002706,248.8429724441406,40.99469728974459,331.12529324829245
18512.23715681718,243.56880947861336,43.026550290121016,266.2252900389186
18192.04824435562,300.969070235213,22.618265310862785,282.09425847288327
17985.975103463406,400.82636411569246,17.698673409315877,258.2900686672957
17989.298863800374,232.93170498577024,15.75714449354354,205.35504306801334
18734.929099394245,174.22811861006466,36.840409240821984,128.16604792834607
18180.96904323238,152.33482587065038,63.7797694532951,49.14721738100213
17777.686122346546,143.2822770779606,107.40632832403668,13.012286787548454
17155.035019220606,99.59082560815004,156.44388855063303,5.91996391474744
16154.583157792284,158.44237689552793,367.72725371118423,5.48259486660659
15167.42633771184,153.30107017752442,562.5258127259044,2.4155417388847775
14728.689973231647,234.51473975366423,634.8548205973522,7.256746370187384
13549.862973719195,351.59719508261287,704.5581124155092,5.670377248800899
12597.051677120791,326.9434620522361,764.797916496799,10.734540611772672
12005.422337139922,330.86561455287824,772.588868658188,6.597835454724653
11594.383975467817,282.6585078948869,599.4910214359339,13.308376027108578
11378.33955356469,269.4571505070886,447.1030158217279,23.005446222868983
11579.98101400761,272.4732479553519,309.3282006819089,29.494139928118837
12008.746097476893,251.61587887594868,204.47550251780797,57.792124743892046
13046.867242724224,268.25842722397863,179.6141543595529,66.223224413279
14360.860495940165,243.96346952725264,206.64872250237192,66.57563818133485
15847.689286678607,210.70710244576114,99.25372477520656,68.32837547298521
16648.715527888664,264.5855682670065,142.3831065584747,95.07851598435944
16946.74603810375,247.48096271340813,144.74816547764152,84.57692966003404
17001.034123607613,331.12529324829245,248.8429724441406,90.22884003459154
16777.23426091822,266.2252900389186,243.56880947861336,64.28914964391696
16595.535362497125,282.09425847288327,300.969070235213,45.368744867642484
16278.67021037254,258.2900686672957,400.82636411569246,59.4919392590967
16802.716423501668,205.35504306801334,232.93170498577024,61.60607246703591
18075.716632561627,128.16604792834607,174.22811861006466,21.415985051348986
17954.95334031834,49.14721738100213,152.33482587065038,7.175748452145192
17577.15258201595,13.012286787548454,143.2822770779606,11.285061125537743
16667.55016979817,5.91996391474744,99.59082560815004,29.069113611748673
15428.895484220242,5.48259486660659,158.44237689552793,67.78992431560988
14663.322686604544,2.4155417388847775,153.30107017752442,79.68475137295171
13918.800371123,7.256746370187384,234.51473975366423,127.25821914503682
12854.089143179895,5.670377248800899,351.59719508261287,110.55844703974162
12128.401469607854,10.734540611772672,326.9434620522361,181.18834207006205
11324.051468060828,6.597835454724653,330.86561455287824,322.36774374533513
10951.790310320055,13.308376027108578,282.6585078948869,277.90868622370436
10675.918202351446,23.005446222868983,269.4571505070886,298.0875486478608
10792.249814145438,29.494139928118837,272.4732479553519,317.5989030949108
10945.142789646112,57.792124743892046,251.61587887594868,289.7994272260878
11319.619787611533,66.223224413279,268.25842722397863,292.7440925115276
11878.011524222691,66.57563818133485,243.96346952725264,316.2620561210156
12594.835836896145,68.32837547298521,210.70710244576114,291.630578485244
13362.624474736487,95.07851598435944,264.5855682670065,236.29045004696746
13930.98749235856,84.57692966003404,247.48096271340813,197.09266059639407
14433.983223353536,90.22884003459154,331.12529324829245,204.2573519462167
14634.51676368413,64.28914964391696,266.2252900389186,262.16028548969155
14470.544587060216,45.368744867642484,282.09425847288327,228.3797264900065
14201.31999976555,59.4919392590967,258.2900686672957,85.9010144794832
14573.581157506324,61.60607246703591,205.35504306801334,46.265053019710884
16375.059260144708,21.415985051348986,128.16604792834607,14.884216294079865
16575.5928004753,7.175748452145192,49.14721738100213,6.302546888158829
16390.570141717235,11.285061125537743,13.012286787548454,0.8244745008289104
15783.429920163835,29.069113611748673,5.91996391474744,2.6338670444017436
14821.755262666837,67.78992431560988,5.48259486660659,2.0759848191494905
14016.297341007488,79.68475137295171,2.4155417388847775,18.3390287948152
12972.636595198535,127.25821914503682,7.256746370187384,28.9632378697973
11771.651193439615,110.55844703974162,5.670377248800899,29.088224863631357
11090.280324360523,181.18834207006205,10.734540611772672,24.287330443753696
10776.738932572904,322.36774374533513,6.597835454724653,33.04650227160348
10539.64402853563,277.90868622370436,13.308376027108578,44.42311870339006
10583.96083302858,298.0875486478608,23.005446222868983,38.92929169954631
11192.208974694302,317.5989030949108,29.494139928118837,42.32010475974386
13306.120549007977,289.7994272260878,57.792124743892046,39.381612472306
16325.202855090138,292.7440925115276,66.223224413279,37.5044442749606
18375.96298300136,316.2620561210156,66.57563818133485,24.96763306344645
19036.2833699463,291.630578485244,68.32837547298521,18.16739336623201
19254.543632074074,236.29045004696746,95.07851598435944,52.4143944069836
