MVL380_gen,MVL380_exp,SMH380_gen,MVL380_wind,BWK380_load,CST380_load,KIJ380_load,MVL380_load,WL380W_load,WL380Z_load,WTR380_load,SMH380_load
-2016.2,1000.0,0.0,-574.2,315.29999999999995,687.9000000000001,-233.70000000000002,434.6,164.6,84.3,367.5,228.0
-2016.2,1000.0,0.0,-481.0999999999999,320.70000000000005,699.5999999999999,-224.10000000000002,442.0,167.2,85.7,373.79999999999995,231.8
-2016.2,1000.0,0.0,-356.69999999999993,328.20000000000005,716.0999999999999,-210.29999999999998,452.6,171.2,87.7,382.79999999999995,237.3
-2131.2,1000.0,-121.9,-325.30000000000007,332.4,725.0999999999999,-202.79999999999998,458.2,173.4,88.8,387.59999999999997,240.3
-2131.2,1000.0,-121.9,-278.1000000000001,340.20000000000005,742.2,-188.7,469.0,177.4,90.9,396.59999999999997,245.9
-2131.2,1000.0,-121.9,-222.10000000000002,333.6,727.8,-200.39999999999998,460.0,174.0,89.2,389.09999999999997,241.2
-2169.6,1000.0,-162.6,-172.09999999999988,324.0,706.5,-218.10000000000002,446.4,169.0,86.5,377.70000000000005,234.2
-2169.6,1000.0,-162.6,-135.50000000000014,306.29999999999995,668.0999999999999,-249.89999999999998,422.2,159.8,81.8,357.0,221.4
-1948.0,1000.0,-162.6,-82.30000000000027,276.9,603.9000000000001,-303.6,381.6,144.4,74.0,322.5,200.1
-1771.8000000000002,500.0,-162.6,-58.700000000000074,258.29999999999995,563.4000000000001,-337.20000000000005,356.0,134.8,69.0,300.9,186.7
-1802.1,-283.4,0.0,-46.90000000000009,219.89999999999998,479.70000000000005,-406.5,303.2,114.8,58.8,256.5,159.0
-1145.8999999999999,-741.2,0.0,-65.89999999999998,198.0,432.0,-446.09999999999997,273.0,103.4,52.9,231.0,143.2
-1060.3,-1000.0,0.0,-90.79999999999995,187.8,409.79999999999995,-464.70000000000005,259.0,98.0,50.2,219.0,135.8
-1060.3,-1000.0,0.0,-110.70000000000005,191.39999999999998,417.29999999999995,-458.40000000000003,263.6,99.8,51.1,222.89999999999998,138.3
-1060.3,-1000.0,0.0,-128.80000000000007,180.60000000000002,393.90000000000003,-477.59999999999997,249.0,94.2,48.3,210.60000000000002,130.6
-1060.3,-1000.0,0.0,-134.19999999999993,189.89999999999998,414.0,-461.09999999999997,261.6,99.0,50.7,221.39999999999998,137.2
-1731.1999999999998,-1000.0,0.0,-149.5999999999999,226.79999999999998,495.0,-393.90000000000003,312.8,118.4,60.6,264.6,164.0
-1111.5,-1000.0,0.0,-143.79999999999995,287.1,626.0999999999999,-285.0,395.6,149.8,76.7,334.5,207.5
-2155.5,-1000.0,-81.3,-134.09999999999997,323.4,705.9000000000001,-218.70000000000002,446.0,168.8,86.4,377.1,233.9
-2270.5,1000.0,-203.2,-113.5,336.0,733.2,-195.89999999999998,463.4,175.4,89.8,391.79999999999995,243.0
-2270.5,1000.0,-203.2,-91.89999999999998,337.79999999999995,737.0999999999999,-192.89999999999998,465.8,176.2,90.3,393.90000000000003,244.3
-2270.5,1000.0,-203.2,-95.6000000000002,339.9,741.5999999999999,-189.0,468.6,177.4,90.8,396.29999999999995,245.8
-2270.5,1000.0,-203.2,-104.60000000000008,334.79999999999995,730.5,-198.29999999999998,461.6,174.6,89.5,390.29999999999995,242.1
-2193.8,1000.0,-121.9,-120.00000000000017,335.70000000000005,732.5999999999999,-196.5,463.0,175.2,89.7,391.5,242.8
-2193.8,1000.0,-121.9,-114.90000000000009,333.0,726.5999999999999,-201.60000000000002,459.2,173.8,89.0,388.20000000000005,240.8
-2193.8,1000.0,-121.9,-99.09999999999997,332.70000000000005,726.0,-201.89999999999998,458.8,173.6,88.9,387.90000000000003,240.6
-2193.8,1000.0,-121.9,-113.30000000000001,334.20000000000005,728.7,-199.79999999999998,460.4,174.2,89.3,389.40000000000003,241.5
-2193.8,1000.0,-121.9,-140.30000000000007,339.0,739.5,-190.8,467.2,176.8,90.6,395.09999999999997,245.1
-2193.8,1000.0,-121.9,-166.8,344.1,750.5999999999999,-181.8,474.2,179.4,91.9,401.09999999999997,248.7
-2155.5,1000.0,-81.3,-180.30000000000013,336.9,735.3,-194.39999999999998,464.6,175.8,90.0,393.0,243.7
-2155.5,1000.0,-81.3,-200.20000000000022,319.79999999999995,697.5,-225.60000000000002,440.6,166.8,85.4,372.6,231.1
-1938.5,1000.0,-81.3,-253.5000000000001,295.79999999999995,645.5999999999999,-268.79999999999995,407.8,154.4,79.1,345.0,213.9
-1786.2,1000.0,-81.3,-293.9000000000001,264.6,576.9000000000001,-325.79999999999995,364.6,138.0,70.7,308.4,191.2
-1775.5,0.0,0.0,-302.5999999999999,249.89999999999998,545.0999999999999,-352.5,344.4,130.4,66.7,291.29999999999995,180.6
-713.5,-1000.0,0.0,-279.6,213.60000000000002,466.20000000000005,-417.59999999999997,294.6,111.6,57.1,249.29999999999998,154.5
-713.5,-1000.0,0.0,-257.0,194.70000000000002,424.79999999999995,-452.09999999999997,268.4,101.6,52.0,227.10000000000002,140.8
-713.5,-1000.0,0.0,-329.9,198.0,432.29999999999995,-402.0,273.0,103.4,52.9,231.0,143.2
-713.5,-1000.0,0.0,-430.79999999999995,187.5,409.20000000000005,-158.10000000000002,258.6,97.8,50.1,218.70000000000002,135.6
-713.5,-1000.0,0.0,-434.9,187.5,408.90000000000003,-158.39999999999998,258.2,97.8,50.1,218.39999999999998,135.5
-713.5,-1000.0,0.0,-420.9,186.3,406.79999999999995,-467.09999999999997,257.0,97.2,49.8,217.20000000000002,134.8
-966.6,-1000.0,0.0,-469.30000000000007,216.0,471.0,-413.70000000000005,297.6,112.6,57.7,251.70000000000002,156.1
-1122.8,-1000.0,0.0,-569.1000000000001,264.0,575.7,-326.70000000000005,363.8,137.8,70.5,307.79999999999995,190.8
-1122.8,-1000.0,0.0,-702.7,286.20000000000005,624.3,-286.5,394.6,149.4,76.5,333.6,206.9
-1069.8,-500.0,0.0,-815.0999999999999,290.1,632.7,-279.6,399.8,151.2,77.5,338.1,209.7
-1043.2,308.7,0.0,-844.8,291.6,636.0,-276.9,401.8,152.0,77.9,339.9,210.8
-1103.9,500.0,0.0,-835.0999999999999,295.5,644.4000000000001,-269.70000000000005,407.2,154.2,78.9,344.4,213.5
-978.6,500.0,0.0,-870.2,289.20000000000005,631.2,-280.79999999999995,398.8,151.0,77.3,337.20000000000005,209.1
-1122.8,-86.8,0.0,-830.9000000000001,301.5,657.9000000000001,-258.6,415.6,157.4,80.6,351.6,218.0
-1122.8,-210.0,0.0,-803.1,303.9,663.0,-254.39999999999998,418.8,158.6,81.2,354.29999999999995,219.7
-1063.0,-1000.0,0.0,-768.1,305.4,666.3,-251.39999999999998,421.0,159.4,81.6,356.1,220.8
-1122.8,-1000.0,0.0,-661.5,313.79999999999995,684.5999999999999,-236.39999999999998,432.6,163.8,83.8,365.70000000000005,226.8
-1122.8,-1000.0,0.0,-584.9000000000001,321.0,700.5,-223.20000000000002,442.6,167.6,85.8,374.4,232.1
-713.5,-1000.0,0.0,-655.5,309.9,675.9000000000001,-243.60000000000002,427.0,161.6,82.8,361.20000000000005,224.0
-713.5,0.0,0.0,-765.3,288.9,630.3,-281.4,398.2,150.8,77.2,336.9,208.9
-713.5,1000.0,0.0,-810.1999999999999,264.29999999999995,576.5999999999999,-326.1,364.4,137.8,70.6,308.1,191.1
-713.5,378.8,0.0,-854.8,236.39999999999998,515.7,-376.79999999999995,325.8,123.4,63.2,275.70000000000005,170.9
-713.5,-797.2,0.0,-886.9,213.0,464.40000000000003,-112.19999999999999,293.4,111.0,56.9,248.10000000000002,153.9
-713.5,-1000.0,0.0,-891.4999999999999,198.29999999999998,432.90000000000003,-138.3,273.6,103.6,53.0,231.29999999999998,143.5
-1031.3,-1000.0,0.0,-905.4000000000001,169.5,370.20000000000005,-190.5,233.8,88.6,45.3,197.70000000000002,122.6
-1031.1,-638.2,0.0,-921.6,132.89999999999998,289.5,-257.4,183.0,69.2,35.5,154.8,96.0
-1031.3,-619.0,0.0,-921.4000000000001,121.5,264.9,-277.79999999999995,167.4,63.4,32.4,141.60000000000002,87.8
-1031.3,383.0,0.0,-921.5,107.39999999999999,234.0,-303.6,147.8,56.0,28.7,125.10000000000001,77.5
-1031.3,400.0,0.0,-921.4,91.5,199.5,-332.4,126.0,47.6,24.4,106.5,66.1
-1031.1,0.0,0.0,-830.7,94.80000000000001,207.0,-326.1,130.8,49.6,25.4,110.69999999999999,68.6
-1031.1,-1000.0,0.0,-752.7,137.39999999999998,299.70000000000005,-249.0,189.4,71.8,36.7,160.2,99.4
-1031.1,-1000.0,0.0,-918.5999999999999,189.0,412.20000000000005,-462.59999999999997,260.4,98.6,50.5,220.20000000000002,136.6
-1031.1,-1000.0,0.0,-921.6,231.29999999999998,504.59999999999997,-385.79999999999995,318.8,120.6,61.8,269.70000000000005,167.2
-1031.3,-1000.0,0.0,-921.4,265.20000000000005,578.0999999999999,-318.6,365.4,138.2,70.8,309.0,191.6
-1031.3,-1000.0,0.0,-921.5999999999999,267.0,582.5999999999999,-321.0,368.2,139.4,71.4,311.4,193.1
-1031.1,-1000.0,0.0,-893.0999999999999,273.9,597.9000000000001,-308.4,377.6,143.0,73.2,319.5,198.1
-1031.1,-1000.0,0.0,-820.3,281.4,613.5,-295.5,387.6,146.8,75.2,327.9,203.3
-1031.1,-1000.0,0.0,-830.9,280.20000000000005,611.4000000000001,-297.29999999999995,386.4,146.2,74.9,326.70000000000005,202.6
-1031.1,-1000.0,0.0,-875.7,269.70000000000005,588.3,-316.20000000000005,371.8,140.8,72.1,314.4,195.0
-1031.3,-1000.0,0.0,-889.4999999999999,263.4,574.8,-327.6,363.0,137.4,70.4,307.20000000000005,190.4
-1031.3,-1000.0,0.0,-900.6999999999998,258.29999999999995,563.4000000000001,-336.9,356.0,134.8,69.0,301.20000000000005,186.8
-1031.3,-1000.0,0.0,-921.4999999999999,252.89999999999998,552.0,-346.5,348.8,132.0,67.6,294.9,182.9
-1031.1,-879.3,0.0,-921.4000000000002,267.9,584.4000000000001,-319.5,369.2,139.8,71.6,312.29999999999995,193.7
-1031.1,158.5,0.0,-897.2,270.0,588.9000000000001,-315.9,372.0,140.8,72.1,314.70000000000005,195.1
-1711.3999999999999,1000.0,0.0,-729.4999999999999,278.70000000000005,607.8,-300.29999999999995,384.0,145.4,74.4,324.9,201.4
-1811.3999999999999,75.4,0.0,-515.4999999999999,271.20000000000005,591.3,-313.79999999999995,373.6,141.4,72.4,315.9,196.0
-1031.1,-70.6,0.0,-409.79999999999995,244.20000000000002,532.8,-362.70000000000005,336.6,127.4,65.2,284.70000000000005,176.5
-1031.3,-1000.0,0.0,-283.0999999999999,240.0,523.5,-370.20000000000005,330.8,125.2,64.1,279.9,173.5
-1060.3,-949.2,0.0,-195.5999999999999,211.5,461.40000000000003,-421.79999999999995,291.4,110.4,56.5,246.60000000000002,152.9
-1060.3,-1000.0,0.0,-183.19999999999993,195.60000000000002,426.59999999999997,-450.90000000000003,269.4,102.0,52.2,228.0,141.3
-1060.5,-1000.0,0.0,-182.4999999999999,187.5,408.59999999999997,-465.59999999999997,258.2,97.8,50.1,218.39999999999998,135.5
-1060.3,-1000.0,0.0,-183.0,182.10000000000002,397.20000000000005,-475.20000000000005,251.0,95.0,48.6,212.10000000000002,131.6
-1060.3,-969.5,0.0,-186.79999999999995,181.2,395.09999999999997,-476.70000000000005,249.8,94.6,48.4,211.20000000000002,131.0
-1060.3,-1000.0,0.0,-181.79999999999995,190.8,416.09999999999997,-459.29999999999995,263.0,99.6,51.0,222.29999999999998,137.9
-2023.9999999999998,-1000.0,0.0,-194.5,227.10000000000002,495.59999999999997,-393.29999999999995,313.2,118.6,60.7,264.9,164.3
-1616.5,-1000.0,0.0,-290.69999999999993,276.0,602.0999999999999,-304.79999999999995,380.4,144.0,73.8,321.9,199.6
-1859.1,-1000.0,0.0,-324.0999999999999,308.70000000000005,673.2,-245.70000000000002,425.4,161.0,82.5,359.70000000000005,223.1
-1331.5,-1000.0,0.0,-322.4000000000001,319.79999999999995,697.8,-225.29999999999998,441.0,167.0,85.5,372.9,231.3
-1848.0,-1000.0,0.0,-305.39999999999986,316.79999999999995,690.9000000000001,-231.0,436.6,165.2,84.6,369.29999999999995,229.0
-1708.3999999999999,-1000.0,0.0,-342.20000000000005,308.70000000000005,673.5,-245.70000000000002,425.6,161.0,82.5,360.0,223.2
-1700.0,-1000.0,0.0,-388.39999999999986,293.4,639.9000000000001,-273.6,404.4,153.0,78.4,342.0,212.1
-1754.6999999999998,-754.4,0.0,-436.79999999999995,290.4,633.9000000000001,-278.70000000000005,400.4,151.6,77.6,338.70000000000005,210.0
-1792.6,-241.3,0.0,-511.79999999999995,280.5,612.0,-296.70000000000005,386.6,146.4,74.9,327.0,202.8
-1060.3,273.7,0.0,-617.0,264.0,575.7,-326.70000000000005,363.8,137.6,70.5,307.79999999999995,190.8
-1060.3,265.6,0.0,-697.1000000000001,254.39999999999998,555.3,-343.79999999999995,350.8,132.8,68.0,296.70000000000005,184.0
-1060.3,-480.0,0.0,-731.4000000000001,257.70000000000005,562.2,-338.1,355.2,134.4,68.9,300.6,186.3
-1060.3,580.4,0.0,-720.4999999999999,273.29999999999995,596.4000000000001,-309.6,377.0,142.6,73.1,318.9,197.7
-1060.3,1000.0,0.0,-657.4,270.0,589.2,-315.6,372.4,141.0,72.2,315.0,195.3
-1060.3,1000.0,0.0,-610.1999999999999,257.4,561.5999999999999,-338.4,355.0,134.4,68.8,300.29999999999995,186.2
-1060.3,0.0,0.0,-604.9000000000001,233.10000000000002,508.5,-382.79999999999995,321.2,121.6,62.3,271.79999999999995,168.5
-1060.3,0.0,0.0,-639.3,217.20000000000002,474.0,-411.29999999999995,299.4,113.4,58.0,253.20000000000002,157.1
-1060.3,-1000.0,0.0,-607.2999999999998,215.70000000000002,470.40000000000003,-393.29999999999995,297.2,112.4,57.6,251.39999999999998,155.9
-1123.1000000000001,-983.2,0.0,-524.9000000000001,199.79999999999998,436.20000000000005,-135.60000000000002,275.6,104.2,53.4,233.10000000000002,144.5
-1122.9,-985.2,0.0,-541.9999999999999,177.89999999999998,388.20000000000005,-175.5,245.4,92.8,47.6,207.60000000000002,128.7
-1122.9,-712.2,0.0,-601.5999999999999,160.8,350.70000000000005,-206.70000000000002,221.6,83.8,42.9,187.2,116.2
-1122.9,-555.1,0.0,-674.3,148.8,324.29999999999995,-228.60000000000002,205.0,77.6,39.7,173.39999999999998,107.5
-1122.9,856.5,0.0,-821.8000000000002,130.5,284.70000000000005,-261.6,179.8,68.0,34.9,152.10000000000002,94.3
-1122.9,-765.2,0.0,-849.9999999999999,128.39999999999998,280.20000000000005,-265.20000000000005,177.2,67.0,34.3,149.7,92.9
-1123.1000000000001,-494.2,0.0,-837.5,144.60000000000002,315.29999999999995,-236.10000000000002,199.2,75.4,38.6,168.60000000000002,104.5
-1122.9,-951.2,0.0,-702.4000000000001,186.89999999999998,407.40000000000003,-159.60000000000002,257.4,97.4,49.9,217.79999999999998,135.1
-1122.9,-1000.0,0.0,-586.7,207.0,451.20000000000005,-430.20000000000005,285.2,108.0,55.3,241.20000000000002,149.6
-1426.3,-1000.0,0.0,-506.1,240.60000000000002,525.0,-369.0,331.6,125.6,64.3,280.5,174.0
-2090.7,-500.0,0.0,-366.6,260.70000000000005,569.0999999999999,-332.4,359.6,136.0,69.7,304.20000000000005,188.6
-2287.3999999999996,706.8,-203.2,-341.40000000000015,262.20000000000005,572.4000000000001,-329.70000000000005,361.6,136.8,70.1,305.70000000000005,189.7
-1303.2,1000.0,-191.1,-374.50000000000006,253.20000000000002,552.3,-346.20000000000005,349.0,132.0,67.6,295.20000000000005,183.0
-1218.8000000000002,829.0,-101.6,-490.9000000000001,237.29999999999998,517.5,-375.29999999999995,327.0,123.8,63.4,276.6,171.5
-2106.3999999999996,968.8,-203.2,-599.3000000000002,223.79999999999998,488.09999999999997,-399.59999999999997,308.4,116.8,59.8,260.70000000000005,161.7
-1579.8999999999999,231.3,0.0,-627.9000000000001,216.60000000000002,472.79999999999995,-412.20000000000005,298.8,113.0,57.9,252.60000000000002,156.7
-1122.9,227.3,0.0,-622.2,220.20000000000002,480.59999999999997,-405.90000000000003,303.6,115.0,58.9,256.79999999999995,159.3
-1123.1000000000001,0.0,0.0,-594.4999999999999,234.0,510.29999999999995,-381.0,322.4,122.0,62.5,272.70000000000005,169.1
-1122.9,-500.0,0.0,-542.7,269.4,588.0,-316.79999999999995,371.6,140.6,72.0,314.1,194.9
-1978.9999999999998,1000.0,0.0,-340.0000000000003,281.1,612.9000000000001,-295.79999999999995,387.4,146.6,75.1,327.6,203.2
-2107.2999999999997,1000.0,0.0,-278.7000000000003,272.1,594.0,-311.70000000000005,375.2,142.0,72.7,317.4,196.8
-1845.2999999999997,1000.0,0.0,-257.5000000000004,252.60000000000002,551.0999999999999,-347.4,348.2,131.8,67.5,294.6,182.6
-1415.7,1000.0,0.0,-229.80000000000007,238.5,520.2,-372.9,328.8,124.4,63.7,278.1,172.4
-1122.9,788.3,0.0,-223.5,230.39999999999998,502.5,-387.59999999999997,317.6,120.2,61.6,268.5,166.6
-1122.9,1000.0,0.0,-231.60000000000002,218.10000000000002,475.5,-410.09999999999997,300.6,113.8,58.3,254.10000000000002,157.6
-1122.9,1000.0,0.0,-209.79999999999995,201.60000000000002,440.09999999999997,-132.60000000000002,278.0,105.2,53.9,235.20000000000002,145.8
-1122.9,1000.0,0.0,-178.80000000000007,193.79999999999998,422.70000000000005,-147.0,267.0,101.0,51.8,225.89999999999998,140.1
-1122.9,1000.0,0.0,-165.0,189.3,413.09999999999997,-154.8,261.0,98.8,50.6,220.79999999999998,136.9
-1122.9,570.7,0.0,-173.20000000000005,185.10000000000002,403.79999999999995,-448.20000000000005,255.2,96.6,49.5,215.70000000000002,133.8
-1122.9,92.5,0.0,-194.89999999999998,183.0,399.29999999999995,-383.1,252.4,95.6,48.9,213.29999999999998,132.4
-1122.9,-306.2,0.0,-218.70000000000005,186.3,406.5,-385.5,256.8,97.2,49.8,217.20000000000002,134.7
-1122.9,-995.5,0.0,-217.89999999999998,188.10000000000002,410.70000000000005,-464.09999999999997,259.4,98.2,50.3,219.29999999999998,136.1
-1122.9,-994.5,0.0,-220.5,195.89999999999998,427.5,-450.0,270.2,102.2,52.4,228.29999999999998,141.7
-1122.9,-1000.0,0.0,-229.29999999999995,215.39999999999998,470.09999999999997,-414.59999999999997,297.0,112.4,57.6,251.10000000000002,155.8
-1923.8999999999999,-1000.0,0.0,-199.0999999999999,230.10000000000002,501.90000000000003,-388.20000000000005,317.2,120.0,61.5,268.20000000000005,166.3
-1810.1,247.5,0.0,-194.89999999999998,236.70000000000002,516.5999999999999,-375.9,326.4,123.6,63.3,276.0,171.2
-1876.6,1000.0,0.0,-174.90000000000026,243.0,530.0999999999999,-364.79999999999995,335.0,126.8,64.9,283.20000000000005,175.7
-1684.2999999999997,1000.0,0.0,-127.80000000000001,243.60000000000002,531.3,-363.6,335.8,127.0,65.1,283.79999999999995,176.1
-1411.7,1000.0,0.0,-117.20000000000007,237.0,516.9000000000001,-375.6,326.6,123.6,63.3,276.29999999999995,171.3
-1237.9,1000.0,-121.9,-104.10000000000014,233.70000000000002,509.70000000000005,-381.9,322.0,121.8,62.4,272.4,168.9
-1314.6000000000001,1000.0,-203.2,-88.69999999999999,237.89999999999998,519.3,-373.79999999999995,328.0,124.2,63.6,277.5,172.1
-1468.0,1000.0,-365.8,-80.0,259.79999999999995,567.0,-334.20000000000005,358.2,135.6,69.4,303.0,187.9
-1468.0,1000.0,-365.8,-85.39999999999998,288.0,628.5,-283.20000000000005,397.0,150.2,77.0,335.70000000000005,208.2
-1468.0,1000.0,-365.8,-68.09999999999991,291.29999999999995,635.4000000000001,-277.5,401.4,152.0,77.8,339.6,210.5
-1468.0,1000.0,-365.8,-54.900000000000034,286.5,624.9000000000001,-285.9,394.8,149.4,76.5,333.9,207.1
-1468.0,1000.0,-365.8,-50.700000000000045,270.6,590.4000000000001,-314.70000000000005,373.0,141.2,72.3,315.29999999999995,195.6
-1468.0,1000.0,-365.8,-51.30000000000007,251.39999999999998,548.4000000000001,-349.5,346.6,131.2,67.2,293.1,181.8
-1373.1000000000001,749.3,-265.2,-52.39999999999992,246.0,536.4000000000001,-359.4,339.0,128.2,65.7,286.79999999999995,177.8
-1245.2,1000.0,-262.3,-53.899999999999864,222.60000000000002,485.70000000000005,-401.70000000000005,306.8,116.2,59.5,259.5,161.0
-1046.1,-144.1,0.0,-32.09999999999991,196.5,429.0,-448.79999999999995,271.0,102.6,52.5,229.20000000000002,142.1
-997.7,-397.8,0.0,-15.800000000000068,195.0,425.40000000000003,-451.79999999999995,268.8,101.8,52.1,227.39999999999998,141.0
-997.7,-1000.0,0.0,-8.700000000000045,193.20000000000002,421.79999999999995,-454.79999999999995,266.6,100.8,51.7,225.29999999999998,139.8
-1145.1,-1000.0,0.0,-4.399999999999977,194.70000000000002,424.5,-452.40000000000003,268.2,101.6,52.0,226.79999999999998,140.7
-2016.2,-1000.0,0.0,-5.7000000000000455,204.29999999999998,446.09999999999997,-434.70000000000005,281.8,106.6,54.6,238.20000000000002,147.8
-1465.9,-1000.0,0.0,-11.099999999999682,239.10000000000002,521.7,-371.70000000000005,329.6,124.8,63.9,278.70000000000005,172.9
-2016.2,-1000.0,0.0,-15.599999999999909,284.1,619.8,-290.4,391.6,148.2,75.9,331.20000000000005,205.4
-2246.3,406.8,-243.9,-26.300000000000153,317.1,691.5,-230.70000000000002,437.0,165.4,84.7,369.6,229.2
-2071.0,1000.0,-284.5,-57.40000000000009,328.5,716.7,-209.70000000000002,452.8,171.4,87.8,383.1,237.5
-1279.1,1000.0,-284.5,-87.00000000000011,327.6,714.5999999999999,-211.5,451.6,171.0,87.5,381.9,236.9
-1389.1,1000.0,-284.5,-144.29999999999995,326.70000000000005,713.0999999999999,-212.70000000000002,450.4,170.6,87.3,381.0,236.3
-1982.6999999999998,1000.0,-284.5,-207.20000000000005,313.5,684.0,-237.0,432.2,163.6,83.8,365.4,226.6
-2054.5,1000.0,-40.6,-262.7999999999999,312.29999999999995,681.3,-239.10000000000002,430.4,163.0,83.4,363.9,225.8
-2054.5,1000.0,-40.6,-364.8000000000001,299.70000000000005,654.0,-261.9,413.2,156.4,80.1,349.5,216.8
-1652.0,676.9,-40.6,-544.9,283.5,618.5999999999999,-291.29999999999995,391.0,148.0,75.8,330.6,205.0
-1036.0,408.9,-40.6,-671.2,264.9,577.8,-325.20000000000005,365.0,138.2,70.8,308.70000000000005,191.5
-997.7,1000.0,0.0,-790.0,258.6,564.3,-336.29999999999995,356.6,135.0,69.1,301.5,187.0
-997.7,723.1,0.0,-862.4000000000001,261.0,569.0999999999999,-332.4,359.6,136.2,69.7,304.20000000000005,188.6
-997.7,1000.0,0.0,-808.5999999999999,264.0,576.0,-326.70000000000005,363.8,137.8,70.5,307.79999999999995,190.8
-997.7,1000.0,0.0,-775.9000000000001,253.5,553.2,-345.6,349.6,132.2,67.8,295.5,183.3
-997.7,1000.0,0.0,-810.5,231.0,504.29999999999995,-386.09999999999997,318.6,120.6,61.8,269.4,167.1
-1920.8,1000.0,0.0,-869.5000000000001,195.60000000000002,426.59999999999997,-450.59999999999997,269.6,102.0,52.3,228.0,141.4
-997.9000000000001,80.7,0.0,-893.5999999999999,177.60000000000002,387.29999999999995,-483.29999999999995,244.6,92.6,47.4,207.0,128.3
-1122.9,1000.0,0.0,-908.9000000000001,158.7,346.5,-517.2,218.8,82.8,42.4,185.10000000000002,114.8
-1123.1000000000001,-796.7,0.0,-921.4,143.39999999999998,312.6,-238.20000000000002,197.6,74.8,38.3,167.10000000000002,103.6
-1122.9,347.3,0.0,-921.8,125.10000000000001,272.70000000000005,-271.5,172.4,65.2,33.4,145.8,90.4
-1122.9,1000.0,0.0,-921.7,115.5,252.0,-288.6,159.2,60.2,30.9,134.7,83.5
-1122.9,1000.0,0.0,-921.8999999999999,109.80000000000001,239.39999999999998,-299.1,151.4,57.2,29.3,128.10000000000002,79.4
-1122.9,1000.0,0.0,-921.5,111.60000000000001,243.60000000000002,-295.79999999999995,153.8,58.2,29.8,130.2,80.7
-1123.1000000000001,35.3,0.0,-921.5999999999999,144.89999999999998,316.5,-235.20000000000002,200.0,75.6,38.8,169.2,104.9
-1122.9,-1000.0,0.0,-921.8,201.0,438.59999999999997,-440.70000000000005,277.2,104.8,53.7,234.29999999999998,145.3
-1123.1000000000001,-1000.0,0.0,-895.5,249.0,543.0,-354.0,343.0,129.8,66.5,290.1,180.0
-1122.9,0.0,0.0,-876.9000000000001,268.5,585.9000000000001,-318.29999999999995,370.2,140.2,71.8,312.9,194.1
-2119.1,852.8,0.0,-880.2,270.6,590.0999999999999,-314.70000000000005,372.8,141.2,72.3,315.29999999999995,195.6
-2141.4,834.7,0.0,-872.1000000000003,272.70000000000005,594.9000000000001,-310.79999999999995,376.0,142.2,72.9,318.0,197.2
-2141.4,618.5,0.0,-812.4000000000002,273.9,597.5999999999999,-308.70000000000005,377.6,143.0,73.2,319.5,198.1
-2141.4,486.3,0.0,-734.8999999999999,281.4,614.0999999999999,-294.9,388.0,146.8,75.2,328.20000000000005,203.5
-2141.4,951.7,0.0,-627.8000000000003,289.79999999999995,632.0999999999999,-279.9,399.4,151.2,77.4,337.79999999999995,209.5
-2141.4,661.8,0.0,-546.3000000000001,294.0,641.4000000000001,-272.1,405.4,153.4,78.6,342.9,212.6
-2092.5,430.8,0.0,-573.5999999999999,289.79999999999995,632.4000000000001,-279.9,399.6,151.2,77.5,337.79999999999995,209.6
-1871.6999999999998,383.8,0.0,-679.0,282.9,617.4000000000001,-292.20000000000005,390.0,147.6,75.6,329.70000000000005,204.6
-1505.1,-8.2,0.0,-809.3,282.0,615.0,-294.29999999999995,388.6,147.0,75.3,328.5,203.8
-1594.4999999999998,1000.0,0.0,-853.4,271.5,592.5,-312.9,374.4,141.6,72.6,316.5,196.3
-2141.2,1000.0,0.0,-861.1000000000001,251.10000000000002,548.0999999999999,-349.79999999999995,346.2,131.0,67.1,292.79999999999995,181.6
-1122.9,1000.0,0.0,-847.5,241.20000000000002,526.5,-367.79999999999995,332.6,125.8,64.5,281.4,174.4
-1123.1000000000001,648.0,0.0,-796.6,221.70000000000002,483.90000000000003,-403.20000000000005,305.6,115.6,59.2,258.6,160.3
-1123.1000000000001,-197.2,0.0,-748.9,216.0,471.59999999999997,-413.40000000000003,298.0,112.8,57.8,252.0,156.3
-1060.3,-753.1,0.0,-685.1999999999998,201.0,438.29999999999995,-133.8,277.0,104.8,53.7,234.29999999999998,145.3
-1060.3,-709.7,0.0,-606.9,188.10000000000002,410.09999999999997,-157.2,259.2,98.0,50.2,219.29999999999998,135.9
-1060.3,-1000.0,0.0,-505.6,185.10000000000002,404.09999999999997,-162.3,255.2,96.6,49.5,216.0,133.9
-1060.3,-1000.0,0.0,-429.89999999999986,185.39999999999998,404.40000000000003,-162.0,255.6,96.8,49.5,216.29999999999998,134.1
-1060.3,-1000.0,0.0,-393.0,187.8,409.79999999999995,-157.8,258.8,98.0,50.2,219.0,135.8
-1060.3,-1000.0,0.0,-403.19999999999993,196.5,428.70000000000005,-141.89999999999998,270.8,102.6,52.5,229.20000000000002,142.1
-1060.3,-1000.0,0.0,-381.9,218.10000000000002,475.5,-410.09999999999997,300.4,113.8,58.2,254.10000000000002,157.6
-2078.8,-1000.0,0.0,-351.5999999999999,267.0,582.9000000000001,-321.0,368.2,139.4,71.4,311.4,193.1
-2078.8,-1000.0,0.0,-331.0,301.20000000000005,657.3,-259.20000000000005,415.4,157.2,80.5,351.29999999999995,217.8
